City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
484,Barranca,PE,-10.75,-77.77,59.25,88,100,6.8
485,Kokstad,ZA,-30.55,29.42,52.65,88,88,4.09
486,Esperance,AU,-33.87,121.9,50.0,100,90,13.87
487,Gualaco,HN,15.05,-86.05,71.22,91,100,2.24
488,Sao Miguel Do Araguaia,BR,-13.28,-50.16,78.91,25,0,2.62
489,Mtimbira,TZ,-8.78,36.35,68.76,57,38,1.83
490,Yatou,CN,37.15,122.38,73.35,76,100,17.02
491,Kurkino,RU,53.43,38.66,58.57,52,53,6.4
492,Matara,LK,5.95,80.54,77.68,83,100,8.59
493,Kavaratti,IN,10.57,72.64,82.27,80,100,24.34
494,Boyolangu,ID,-8.12,111.89,78.15,78,79,7.9
495,Ambon,ID,-3.7,128.18,77.0,94,40,6.93
496,Lodwar,KE,3.12,35.6,79.14,54,100,17.6
497,Gamba,GA,-2.65,10.0,73.98,82,100,6.38
498,Laguna,US,38.42,-121.42,111.0,12,1,6.93
499,Angoche,MZ,-16.23,39.91,66.51,84,0,6.11
500,College,US,64.86,-147.8,64.4,36,75,13.87
501,Algeciras,ES,36.13,-5.45,71.6,94,13,10.29
502,Montlucon,FR,46.33,2.6,46.99,87,0,1.63
503,Alcudia,ES,39.85,3.12,75.2,69,90,3.36
504,Lokosovo,RU,61.13,74.82,41.65,96,83,8.12
505,Les Cayes,HT,18.2,-73.75,80.56,78,33,3.53
506,Muros,ES,42.78,-9.06,61.0,82,0,5.82
507,Nemuro,JP,43.32,145.57,75.2,88,75,6.93
508,Caravelas,BR,-17.71,-39.25,71.2,91,1,4.88
509,Dwarka,IN,22.24,68.97,82.51,84,1,12.15
510,Cayenne,GF,4.93,-52.33,78.8,88,14,10.74
511,Guerrero Negro,MX,27.98,-114.06,86.13,51,0,16.02
512,Muyezerskiy,RU,63.93,31.65,47.44,96,67,5.77
513,Charters Towers,AU,-20.1,146.27,77.74,40,0,14.61
514,Lyubech,UA,51.7,30.66,59.07,95,11,4.74
515,Nabire,ID,-3.37,135.48,83.19,79,2,4.41
516,Henties Bay,NA,-22.12,14.28,53.01,93,0,5.01
517,Tura,IN,25.52,90.22,74.82,97,100,4.16
518,San Quintin,MX,30.48,-115.95,85.53,44,0,4.36
519,Kirakira,SB,-10.45,161.92,77.99,88,100,10.4
520,Chardara,KZ,41.25,67.97,57.38,37,0,10.38
521,El Negrito,HN,15.32,-87.7,80.01,88,75,11.41
522,Alugan,PH,12.22,125.48,85.19,70,95,4.27
523,Tondano,ID,1.3,124.91,80.6,83,20,3.85
524,Ketovo,RU,55.35,65.33,45.05,91,0,9.17
525,Petrolina De Goias,BR,-16.09,-49.34,78.8,31,0,3.36
526,Maningrida,AU,-12.07,134.27,84.06,49,99,11.32
527,Inuvik,CA,68.35,-133.72,50.0,57,20,6.93
528,Ancud,CL,-41.87,-73.82,46.0,88,0,1.99
529,Ust-Tsilma,RU,65.44,52.15,52.9,95,68,5.28
530,Itarema,BR,-2.92,-39.92,78.15,80,2,13.89
531,Pachperwa,IN,27.52,82.65,79.41,85,46,4.74
532,Warrington,GB,53.39,-2.58,55.4,93,20,4.7
533,Batemans Bay,AU,-35.72,150.18,63.0,70,0,3.0
534,Ahipara,NZ,-35.17,173.17,59.77,74,46,15.17
535,Samarai,PG,-10.62,150.67,78.57,86,95,17.69
536,Wanlaweyn,SO,2.62,44.89,74.23,78,22,12.28
537,Kulob,TJ,37.91,69.78,66.2,39,0,11.18
538,Ust-Kut,RU,56.79,105.77,51.51,66,0,2.59
539,Auki,SB,-8.77,160.7,84.78,71,9,2.33
540,Kjollefjord,NO,70.95,27.35,49.05,89,100,23.24
541,Darnah,LY,32.77,22.64,76.66,70,0,14.81
542,Egvekinot,RU,66.32,-179.17,45.1,57,67,2.15
543,Sulphur,US,30.24,-93.38,87.8,70,40,4.7
544,Verkhoyansk,RU,67.54,133.38,47.98,72,100,9.37
545,Sibolga,ID,1.74,98.78,81.14,66,69,2.3
546,Dudinka,RU,69.41,86.18,46.4,93,75,4.47
547,Susanville,US,40.42,-120.65,93.2,12,1,9.17
548,Broome,US,42.25,-75.83,64.0,72,20,6.93
549,Peterhead,GB,57.51,-1.8,51.8,87,100,8.05
550,Nuuk,GL,64.18,-51.72,39.2,86,6,8.05
551,Shelby,US,35.2,-89.87,82.0,83,1,2.68
552,Yaan,NG,7.38,8.57,72.84,94,97,7.74
553,Olinda,BR,-8.01,-34.86,77.0,69,40,10.29
554,Druzhba,UA,52.04,33.95,60.78,53,92,4.18
555,Whitehorse,CA,60.72,-135.05,59.0,30,20,1.79
556,Maxixe,MZ,-23.86,35.35,67.53,66,87,5.48
557,Barra Do Garcas,BR,-15.89,-52.26,75.29,24,0,1.74
558,Sisimiut,GL,66.94,-53.67,39.11,73,25,13.13
559,Sharjah,AE,25.36,55.4,87.8,79,0,2.24
560,Kysyl-Syr,RU,63.9,122.76,50.0,66,0,8.25
561,Jawhar,SO,2.78,45.5,73.4,80,20,11.07
562,Zamosc,PL,50.72,23.25,59.0,100,100,2.24
563,Khovu-Aksy,RU,51.13,93.6,48.04,65,100,0.29
564,Mandalgovi,MN,45.76,106.27,58.23,68,0,8.48
565,Ginir,ET,7.13,40.7,58.6,92,100,7.56
566,Enshi,CN,30.3,109.48,73.69,72,39,1.19
567,Nakhon Thai,TH,17.1,100.84,78.8,100,75,1.43
568,Aran,AZ,40.63,46.98,69.8,73,20,4.7
569,Treinta Y Tres,UY,-33.23,-54.38,44.19,93,2,7.31
570,Petatlan,MX,17.52,-101.27,86.0,74,75,3.36
571,Padilla,CO,3.22,-76.31,73.4,69,40,13.87
572,Kamaishi,JP,39.27,141.88,80.6,83,75,10.29
573,Bhaderwah,IN,32.98,75.72,62.28,70,18,1.03
574,Praya,CV,14.92,-23.51,78.8,83,20,3.36
575,Nogales,MX,31.31,-110.94,98.6,20,20,8.05
576,Zhaodong,CN,46.08,125.98,68.0,94,100,6.71
577,Robertson,US,36.52,-86.87,75.2,73,1,5.91
578,Soma,TR,39.19,27.61,73.4,82,0,2.24
579,Viedma,AR,-40.81,-63.0,51.01,62,0,1.99
580,Montgomery,US,39.15,-77.2,73.4,56,1,3.36
581,Crossville,US,35.95,-85.03,70.0,73,1,2.75
582,Felanitx,ES,39.47,3.15,77.0,69,75,3.36
583,Shelburne,CA,44.08,-80.2,62.6,59,1,8.05
584,Naraina,IN,26.78,75.2,80.6,88,40,2.24
585,Beloha,MG,-25.17,45.05,61.34,86,0,12.35
586,Porto Walter,BR,-8.27,-72.74,80.78,63,100,1.54
587,Mazatlan,MX,23.22,-106.42,82.99,83,90,4.68
588,Komsomolskiy,UZ,40.43,71.72,60.8,41,0,4.7
589,Natal,BR,-5.79,-35.21,75.2,78,8,10.29
590,Antofagasta,CL,-23.65,-70.4,57.2,71,90,8.05
591,Tecoanapa,MX,16.52,-98.75,80.65,73,97,3.74
592,El Penon,CO,8.99,-73.95,78.17,93,100,2.48
593,Itaituba,BR,-4.28,-55.98,82.4,69,6,2.19
594,Bloemfontein,ZA,-29.12,26.21,50.0,87,35,6.93
595,Abu Samrah,SY,35.3,37.18,68.72,53,0,0.38
596,Mahibadhoo,MV,3.78,72.97,82.2,74,100,12.19
597,Kholm,RU,59.27,32.85,51.08,97,100,4.07
598,Touros,BR,-5.2,-35.46,75.2,78,0,5.82
599,Saint Paul,US,44.94,-93.09,78.01,44,1,13.87
600,Murray Bridge,AU,-35.12,139.27,73.0,37,50,4.0
601,Naliya,IN,23.27,68.83,81.63,83,39,11.21
602,Numan,NG,9.47,12.03,76.01,86,100,9.93
603,Maltahohe,NA,-24.83,16.98,61.18,31,0,7.14
604,Ukiah,US,39.15,-123.21,109.4,9,1,12.75
605,Neftcala,AZ,39.37,49.25,75.02,80,0,3.31
606,Mareeba,AU,-17.0,145.43,78.01,73,40,18.34
607,Jumla,NP,29.27,82.18,59.47,66,0,3.36
608,Katiola,CI,8.13,-5.1,73.4,100,88,4.7
609,Macheng,CN,31.18,115.03,78.78,71,0,4.88
610,Lodja,CD,-3.48,23.43,69.84,92,95,2.66
611,Koungheul,SN,13.98,-14.8,75.24,94,100,10.0
612,Victoria Point,AU,-27.58,153.3,73.0,64,13,10.0
613,Berea,US,41.37,-81.85,71.01,60,75,9.17
614,Killybegs,IE,54.63,-8.45,57.0,92,100,11.01
615,Sinnamary,GF,5.38,-52.95,79.02,85,78,9.22
616,Sampit,ID,-2.53,112.95,78.96,90,100,4.07
617,Vardo,NO,70.37,31.11,50.88,83,45,18.16
618,Nanakuli,US,21.39,-158.15,87.8,48,40,5.82
619,Pangai,TO,-19.8,-174.35,78.8,61,75,18.34
620,Qostanay,KZ,53.17,63.58,48.2,81,0,11.18
621,Inhambane,MZ,-23.86,35.38,68.14,65,83,6.44
622,Severnyy,RU,50.68,36.55,62.6,45,100,6.71
623,Mayskiy,RU,47.69,40.1,68.0,34,98,11.18
624,Keningau,MY,5.34,116.16,80.6,83,20,3.36
625,Okha,RU,53.57,142.95,60.76,88,92,6.33
626,Baykit,RU,61.67,96.37,48.7,67,47,0.74
627,Acarau,BR,-2.89,-40.12,77.83,80,0,14.38
628,Perevolotskiy,RU,51.88,54.19,51.75,65,17,3.2
629,Moerai,PF,-22.43,-151.33,69.64,85,100,12.21
630,Khani,GE,41.96,42.96,71.6,94,99,6.93
631,Ostersund,SE,63.18,14.64,48.2,93,65,9.17
